rule_name,rule_label,fill_mode,horizon_days,signal_date,signal_time,entry_date,entry_price,exit_date,exit_price,return_pct,mae_pct,max_drawdown_pct,strategy_trade_no
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,5,20260202,20260202131000,20260203,4.64,20260209,4.7285,0.019073,-0.011853,-0.021024,7
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,5,20260323,20260323130500,20260324,4.463,20260330,4.5025,0.008851,-0.012996,-0.022862,8
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,5,20260403,20260403131500,20260407,4.455,20260413,4.656,0.045118,-0.005387,-0.018897,9
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,10,20250527,20250527131000,20250528,3.736,20250611,3.803,0.017934,-0.004015,-0.013688,1
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,10,20250801,20250801131000,20250804,3.999,20250815,4.1755,0.044136,-0.00125,-0.015072,2
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,10,20251020,20251020143000,20251021,4.533,20251103,4.642,0.024046,-0.003088,-0.035571,3
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,10,20251118,20251118132500,20251119,4.555,20251202,4.553,-0.000439,-0.031833,-0.042553,4
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,10,20260122,20260122144500,20260123,4.732,20260205,4.687,-0.00951,-0.031065,-0.040594,5
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,10,20260323,20260323130500,20260324,4.463,20260407,4.458,-0.00112,-0.012996,-0.02594,6
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,20,20250527,20250527131000,20250528,3.736,20250625,3.879,0.038276,-0.004015,-0.019407,1
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,20,20250801,20250801131000,20250804,3.999,20250829,4.484,0.12128,-0.00125,-0.029807,2
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,20,20251020,20251020143000,20251021,4.533,20251117,4.602,0.015222,-0.003088,-0.043359,3
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,20,20251118,20251118132500,20251119,4.555,20251216,4.5205,-0.007574,-0.031833,-0.044051,4
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,20,20260122,20260122144500,20260123,4.732,20260227,4.7285,-0.00074,-0.031065,-0.040594,5
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,20,20260323,20260323130500,20260324,4.463,20260421,4.781,0.071253,-0.012996,-0.02594,6
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,3,20250527,20250527131000,20250527,3.74,20250529,3.7615,0.005749,-0.003476,-0.010616,1
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,3,20250801,20250801131000,20250801,4.017,20250805,4.061,0.010953,-0.005726,-0.011141,2
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,3,20251020,20251020143000,20251020,4.51,20251022,4.5785,0.015188,-0.001996,-0.015435,3
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,3,20251118,20251118132500,20251118,4.56,20251120,4.5795,0.004276,-0.004167,-0.012158,4
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,3,20251127,20251127150000,20251127,4.499,20251201,4.5645,0.014559,-0.004223,-0.015601,5
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,3,20260122,20260122144500,20260122,4.717,20260126,4.736,0.004028,-0.00636,-0.015336,6
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,3,20260202,20260202131000,20260202,4.657,20260204,4.708,0.010951,-0.015461,-0.028396,7
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,3,20260323,20260323130500,20260323,4.488,20260325,4.5465,0.013035,-0.018494,-0.029094,8
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,3,20260326,20260326132000,20260326,4.504,20260330,4.5025,-0.000333,-0.013099,-0.022432,9
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,3,20260403,20260403131500,20260403,4.456,20260408,4.603,0.032989,-0.00561,-0.018897,10
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,5,20250527,20250527131000,20250527,3.74,20250603,3.7535,0.00361,-0.00508,-0.012473,1
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,5,20250801,20250801131000,20250801,4.017,20250807,4.0785,0.01531,-0.005726,-0.011141,2
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,5,20251020,20251020143000,20251020,4.51,20251024,4.648,0.030599,-0.001996,-0.017609,3
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,5,20251118,20251118132500,20251118,4.56,20251124,4.448,-0.024561,-0.032895,-0.042553,4
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,5,20251127,20251127150000,20251127,4.499,20251203,4.5415,0.009447,-0.004223,-0.015601,5
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,5,20260122,20260122144500,20260122,4.717,20260128,4.734,0.003604,-0.008056,-0.017017,6
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,5,20260202,20260202131000,20260202,4.657,20260206,4.67,0.002791,-0.015461,-0.028396,7
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,5,20260323,20260323130500,20260323,4.488,20260327,4.519,0.006907,-0.018494,-0.029094,8
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,5,20260403,20260403131500,20260403,4.456,20260410,4.653,0.04421,-0.00561,-0.018897,9
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,10,20250527,20250527131000,20250527,3.74,20250610,3.7775,0.010027,-0.00508,-0.013688,1
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,10,20250801,20250801131000,20250801,4.017,20250814,4.1565,0.034727,-0.005726,-0.013158,2
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,10,20251020,20251020143000,20251020,4.51,20251031,4.668,0.035033,-0.001996,-0.025047,3
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,10,20251118,20251118132500,20251118,4.56,20251201,4.5645,0.000987,-0.032895,-0.042553,4
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,10,20260122,20260122144500,20260122,4.717,20260204,4.708,-0.001908,-0.027984,-0.040594,5
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,10,20260323,20260323130500,20260323,4.488,20260403,4.48,-0.001783,-0.018494,-0.029094,6
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,20,20250527,20250527131000,20250527,3.74,20250624,3.82,0.02139,-0.00508,-0.019407,1
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,20,20250801,20250801131000,20250801,4.017,20250828,4.437,0.104556,-0.005726,-0.029807,2
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,20,20251020,20251020143000,20251020,4.51,20251114,4.6455,0.030044,-0.001996,-0.043359,3
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,20,20251118,20251118132500,20251118,4.56,20251215,4.5665,0.001425,-0.032895,-0.044051,4
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,20,20260122,20260122144500,20260122,4.717,20260226,4.7445,0.00583,-0.027984,-0.040594,5
intraday_weak_volume_repair,盘中弱势低位-量能修复,same_bar_close,20,20260323,20260323130500,20260323,4.488,20260420,4.771,0.063057,-0.018494,-0.029094,6
