rule_name,rule_label,fill_mode,horizon_days,signal_date,signal_time,entry_date,entry_price,exit_date,exit_price,return_pct,mae_pct,max_drawdown_pct,strategy_trade_no
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,3,20251118,20251118132500,20251119,4.555,20251121,4.486,-0.015148,-0.025467,-0.036257,4
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,3,20251127,20251127150000,20251128,4.498,20251202,4.553,0.012228,-0.004002,-0.010734,5
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,3,20260122,20260122144500,20260123,4.732,20260127,4.726,-0.001268,-0.0112,-0.017017,6
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,3,20260202,20260202131000,20260203,4.64,20260205,4.687,0.010129,-0.011853,-0.017781,7
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,3,20260323,20260323130500,20260324,4.463,20260326,4.5175,0.012212,-0.012996,-0.016741,8
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,3,20260326,20260326132000,20260327,4.45,20260331,4.496,0.010337,-0.001124,-0.018764,9
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,3,20260403,20260403131500,20260407,4.455,20260409,4.579,0.027834,-0.005387,-0.018897,10
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,5,20250527,20250527131000,20250528,3.736,20250604,3.7685,0.008699,-0.004015,-0.012473,1
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,5,20250801,20250801131000,20250804,3.999,20250808,4.069,0.017504,-0.00125,-0.009542,2
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,5,20251020,20251020143000,20251021,4.533,20251027,4.7055,0.038054,-0.003088,-0.017609,3
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,5,20251118,20251118132500,20251119,4.555,20251125,4.487,-0.014929,-0.031833,-0.042553,4
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,5,20251127,20251127150000,20251128,4.498,20251204,4.541,0.00956,-0.004002,-0.013143,5
intraday_weak_volume_repair,盘中弱势低位-量能修复,next_open,5,20260122,20260122144500,20260123,4.732,20260129,4.7735,0.00877,-0.0112,-0.017017,6
