rule_name,rule_label,fill_mode,horizon_days,signal_idx,entry_idx,exit_idx,signal_date,entry_date,entry_price,exit_date,exit_price,return_pct,mae_pct,mfe_pct,max_drawdown_pct,pre_drawdown_from_high_10,pre_close_vs_ma10,pre_rsi6,day_close_in_range,day_return,m5_low_pos_ratio,m5_volume_ratio_after_low,pre_close_vs_ma5
stat_core,统计核心规则,research_midpoint,3,139,139,141,20251120,20251120,4.5515,20251124,4.448,-0.02274,-0.031089,0.011974,-0.042553,-0.031057,-0.013118,32.8125,0.053571,-0.004591,0.957447,0.535852,
stat_core,统计核心规则,research_midpoint,5,139,139,143,20251120,20251120,4.5515,20251126,4.513,-0.008459,-0.031089,0.011974,-0.042553,-0.031057,-0.013118,32.8125,0.053571,-0.004591,0.957447,0.535852,
stat_core,统计核心规则,research_midpoint,10,139,139,148,20251120,20251120,4.5515,20251203,4.5415,-0.002197,-0.031089,0.011974,-0.042553,-0.031057,-0.013118,32.8125,0.053571,-0.004591,0.957447,0.535852,
stat_core,统计核心规则,research_midpoint,20,139,139,158,20251120,20251120,4.5515,20251217,4.584,0.007141,-0.031089,0.017467,-0.044051,-0.031057,-0.013118,32.8125,0.053571,-0.004591,0.957447,0.535852,
stat_core,统计核心规则,next_open,3,139,140,142,20251120,20251121,4.522,20251125,4.487,-0.00774,-0.024768,0.00199,-0.026705,-0.031057,-0.013118,32.8125,0.053571,-0.004591,0.957447,0.535852,
stat_core,统计核心规则,next_open,5,139,140,144,20251120,20251121,4.522,20251127,4.525,0.000663,-0.024768,0.006413,-0.026705,-0.031057,-0.013118,32.8125,0.053571,-0.004591,0.957447,0.535852,
stat_core,统计核心规则,next_open,10,139,140,149,20251120,20251121,4.522,20251204,4.541,0.004202,-0.024768,0.009509,-0.026705,-0.031057,-0.013118,32.8125,0.053571,-0.004591,0.957447,0.535852,
stat_core,统计核心规则,next_open,20,139,140,159,20251120,20251121,4.522,20251218,4.557,0.00774,-0.024768,0.024104,-0.044051,-0.031057,-0.013118,32.8125,0.053571,-0.004591,0.957447,0.535852,
stat_core,统计核心规则,research_midpoint,3,140,140,142,20251121,20251121,4.44,20251125,4.487,0.010586,-0.006757,0.020495,-0.026705,-0.032121,-0.014907,28.909953,0.021739,-0.024599,1.0,0.0,
stat_core,统计核心规则,research_midpoint,5,140,140,144,20251121,20251121,4.44,20251127,4.525,0.019144,-0.006757,0.025,-0.026705,-0.032121,-0.014907,28.909953,0.021739,-0.024599,1.0,0.0,
stat_core,统计核心规则,research_midpoint,10,140,140,149,20251121,20251121,4.44,20251204,4.541,0.022748,-0.006757,0.028153,-0.026705,-0.032121,-0.014907,28.909953,0.021739,-0.024599,1.0,0.0,
stat_core,统计核心规则,research_midpoint,20,140,140,159,20251121,20251121,4.44,20251218,4.557,0.026351,-0.006757,0.043018,-0.044051,-0.032121,-0.014907,28.909953,0.021739,-0.024599,1.0,0.0,
stat_core,统计核心规则,next_open,3,140,141,143,20251121,20251124,4.456,20251126,4.513,0.012792,-0.010323,0.015036,-0.011654,-0.032121,-0.014907,28.909953,0.021739,-0.024599,1.0,0.0,
stat_core,统计核心规则,next_open,5,140,141,145,20251121,20251124,4.456,20251128,4.5155,0.013353,-0.010323,0.02132,-0.015601,-0.032121,-0.014907,28.909953,0.021739,-0.024599,1.0,0.0,
stat_core,统计核心规则,next_open,10,140,141,150,20251121,20251124,4.456,20251205,4.581,0.028052,-0.010323,0.029399,-0.015601,-0.032121,-0.014907,28.909953,0.021739,-0.024599,1.0,0.0,
stat_core,统计核心规则,next_open,20,140,141,160,20251121,20251124,4.456,20251219,4.578,0.027379,-0.010323,0.039273,-0.044051,-0.032121,-0.014907,28.909953,0.021739,-0.024599,1.0,0.0,
stat_core,统计核心规则,research_midpoint,3,144,144,146,20251127,20251127,4.497,20251201,4.5645,0.01501,-0.00378,0.015121,-0.015601,-0.047101,-0.00887,37.219731,0.071429,-0.000888,0.978723,1.707972,
stat_core,统计核心规则,research_midpoint,5,144,144,148,20251127,20251127,4.497,20251203,4.5415,0.009895,-0.00378,0.015121,-0.015601,-0.047101,-0.00887,37.219731,0.071429,-0.000888,0.978723,1.707972,
stat_core,统计核心规则,research_midpoint,10,144,144,153,20251127,20251127,4.497,20251210,4.5825,0.019013,-0.00378,0.029798,-0.02073,-0.047101,-0.00887,37.219731,0.071429,-0.000888,0.978723,1.707972,
stat_core,统计核心规则,research_midpoint,20,144,144,163,20251127,20251127,4.497,20251224,4.638,0.031354,-0.015566,0.032244,-0.044051,-0.047101,-0.00887,37.219731,0.071429,-0.000888,0.978723,1.707972,
stat_core,统计核心规则,next_open,3,144,145,147,20251127,20251128,4.498,20251202,4.553,0.012228,-0.004002,0.014896,-0.010734,-0.047101,-0.00887,37.219731,0.071429,-0.000888,0.978723,1.707972,
stat_core,统计核心规则,next_open,5,144,145,149,20251127,20251128,4.498,20251204,4.541,0.00956,-0.004002,0.014896,-0.013143,-0.047101,-0.00887,37.219731,0.071429,-0.000888,0.978723,1.707972,
stat_core,统计核心规则,next_open,10,144,145,154,20251127,20251128,4.498,20251211,4.572,0.016452,-0.004002,0.029569,-0.02073,-0.047101,-0.00887,37.219731,0.071429,-0.000888,0.978723,1.707972,
