trade_date,stock,open,close,cash,shares,market_value,total_equity,ma_short,ma_long,rsi,volume,volume_ma,pullback_ok,pullback_score,pullback_labels,intraday_confirmed,intraday_score,intraday_labels,intraday_rebound_from_low,intraday_close_in_range,intraday_hold_from_low,executed_action,executed_reason,next_signal,next_signal_reason
20240102,510300.SH,3.222,3.173,100000.0,0,0.0,100000.0,,,0.0,9429306,,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240103,510300.SH,3.166,3.163,100000.0,0,0.0,100000.0,,,0.0,10617503,,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240104,510300.SH,3.162,3.133,100000.0,0,0.0,100000.0,,,0.0,16661525,,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240105,510300.SH,3.124,3.116,100000.0,0,0.0,100000.0,,,0.0,16996697,,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240108,510300.SH,3.109,3.069,100000.0,0,0.0,100000.0,3.1308,,0.0,17304244,14201855.0,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240109,510300.SH,3.071,3.077,100000.0,0,0.0,100000.0,3.1116,,0.0,11312178,14578429.4,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240110,510300.SH,3.07,3.061,100000.0,0,0.0,100000.0,3.0912,,6.25,9582541,14371437.0,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240111,510300.SH,3.061,3.08,100000.0,0,0.0,100000.0,3.0806,,19.708,12662372,13571606.4,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240112,510300.SH,3.071,3.069,100000.0,0,0.0,100000.0,3.0712,,22.8814,8413273,11854921.6,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240115,510300.SH,3.05,3.065,100000.0,0,0.0,100000.0,3.0704,,25.7143,9055706,10205214.0,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240116,510300.SH,3.06,3.087,100000.0,0,0.0,100000.0,3.0724,,61.25,17689524,11480683.2,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240117,510300.SH,3.077,3.012,100000.0,0,0.0,100000.0,3.0626,,27.8912,12862152,12136605.4,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240118,510300.SH,3.007,3.057,100000.0,0,0.0,100000.0,3.058,,48.8636,47543511,19112833.2,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240119,510300.SH,3.038,3.064,100000.0,0,0.0,100000.0,3.057,,45.122,36944521,24819082.8,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240122,510300.SH,3.054,2.995,100000.0,0,0.0,100000.0,3.043,,33.3333,46470565,32302054.6,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240123,510300.SH,2.988,3.017,100000.0,0,0.0,100000.0,3.029,,40.0,13924804,31549110.6,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240124,510300.SH,3.028,3.068,100000.0,0,0.0,100000.0,3.0402,,46.4684,22789369,33534554.0,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240125,510300.SH,3.059,3.124,100000.0,0,0.0,100000.0,3.0536,,72.4,16487014,27323254.6,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240126,510300.SH,3.117,3.118,100000.0,0,0.0,100000.0,3.0644,,64.455,21833051,24300960.6,False,0,日线指标窗口不足,False,0,无30m信号数据,,,,hold,,watch,日线指标窗口不足 | 无30m信号数据
20240129,510300.SH,3.12,3.088,100000.0,0,0.0,100000.0,3.083,3.0818,55.1282,10113930,17029633.6,False,1,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240130,510300.SH,3.07,3.032,100000.0,0,0.0,100000.0,3.086,3.0747,58.371,18892623,18023197.4,False,3,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240131,510300.SH,3.022,3.011,100000.0,0,0.0,100000.0,3.0746,3.0672,48.6364,19090997,17283523.0,True,4,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240201,510300.SH,2.989,3.007,100000.0,0,0.0,100000.0,3.0512,3.0608,32.3699,18909976,17768115.4,True,4,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240202,510300.SH,3.007,2.977,100000.0,0,0.0,100000.0,3.023,3.0539,0.0,25386942,18478893.6,False,4,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 疑似已进入大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 疑似已进入大级别破位 | 无30m信号数据
20240205,510300.SH,2.947,2.997,100000.0,0,0.0,100000.0,3.0048,3.0503,12.4224,26601787,21776465.0,False,3,近3日连跌痕迹不足 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240206,510300.SH,2.974,3.1,100000.0,0,0.0,100000.0,3.0184,3.0514,52.5641,20089182,22015776.8,False,1,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240207,510300.SH,3.099,3.129,100000.0,0,0.0,100000.0,3.042,3.0548,73.43,34658147,25129206.8,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240208,510300.SH,3.141,3.151,100000.0,0,0.0,100000.0,3.0708,3.0584,83.6538,23942620,26135735.6,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240219,510300.SH,3.163,3.178,100000.0,0,0.0,100000.0,3.111,3.0638,87.013,14861876,24030722.4,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240220,510300.SH,3.172,3.19,100000.0,0,0.0,100000.0,3.1496,3.0701,0.0,9801668,20670698.6,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240221,510300.SH,3.177,3.238,100000.0,0,0.0,100000.0,3.1772,3.0776,0.0,16009581,19854778.4,False,1,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240222,510300.SH,3.236,3.264,100000.0,0,0.0,100000.0,3.2042,3.0903,0.0,9446351,14812419.2,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240223,510300.SH,3.264,3.267,100000.0,0,0.0,100000.0,3.2274,3.1008,0.0,10908774,12205650.0,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240226,510300.SH,3.265,3.232,100000.0,0,0.0,100000.0,3.2382,3.1092,76.8212,11172368,11467748.4,False,2,近3日连跌痕迹不足 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240227,510300.SH,3.224,3.273,100000.0,0,0.0,100000.0,3.2548,3.1231,78.7879,10468849,11601184.6,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240228,510300.SH,3.276,3.237,100000.0,0,0.0,100000.0,3.2546,3.134,62.4339,28549979,14109264.2,True,4,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240229,510300.SH,3.229,3.292,100000.0,0,0.0,100000.0,3.2602,3.1452,63.7755,14835850,15187164.0,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240301,510300.SH,3.29,3.319,100000.0,0,0.0,100000.0,3.2706,3.155,63.9594,12256393,15456687.8,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240304,510300.SH,3.315,3.316,100000.0,0,0.0,100000.0,3.2874,3.1649,62.4365,10146550,15251524.2,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240305,510300.SH,3.304,3.345,100000.0,0,0.0,100000.0,3.3018,3.1777,79.5812,27991019,18755958.2,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240306,510300.SH,3.34,3.331,100000.0,0,0.0,100000.0,3.3206,3.1927,67.6829,12995274,15645017.2,False,1,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240307,510300.SH,3.33,3.312,100000.0,0,0.0,100000.0,3.3246,3.2077,75.5102,10589480,14795743.2,False,3,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240308,510300.SH,3.314,3.322,100000.0,0,0.0,100000.0,3.3252,3.2235,64.7059,8621877,14068840.0,False,3,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240311,510300.SH,3.32,3.37,100000.0,0,0.0,100000.0,3.336,3.2431,70.7317,11207615,14281053.0,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240312,510300.SH,3.372,3.375,100000.0,0,0.0,100000.0,3.342,3.262,73.6,11058396,10894528.4,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240313,510300.SH,3.374,3.354,100000.0,0,0.0,100000.0,3.3466,3.2748,53.8462,6858706,9667214.8,False,1,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240314,510300.SH,3.349,3.341,100000.0,0,0.0,100000.0,3.3524,3.2854,54.3103,7018811,8953081.0,False,3,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240315,510300.SH,3.331,3.35,100000.0,0,0.0,100000.0,3.358,3.2953,67.9245,8490238,8926753.2,False,3,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240318,510300.SH,3.35,3.381,100000.0,0,0.0,100000.0,3.3602,3.3054,73.2283,7873329,8259896.0,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240319,510300.SH,3.375,3.358,100000.0,0,0.0,100000.0,3.3568,3.3138,44.1176,6548752,7357967.2,False,2,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240320,510300.SH,3.35,3.361,100000.0,0,0.0,100000.0,3.3582,3.32,43.0,5379620,7062150.0,False,1,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240321,510300.SH,3.369,3.359,100000.0,0,0.0,100000.0,3.3618,3.3248,53.0864,6197332,6897854.2,False,3,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240322,510300.SH,3.356,3.328,100000.0,0,0.0,100000.0,3.3574,3.3278,43.4343,14506378,8101082.2,True,4,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240325,510300.SH,3.319,3.309,100000.0,0,0.0,100000.0,3.343,3.3316,31.1927,6305427,7787501.8,True,4,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240326,510300.SH,3.309,3.32,100000.0,0,0.0,100000.0,3.3354,3.334,15.7303,8791033,8235958.0,True,4,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240327,510300.SH,3.315,3.282,100000.0,0,0.0,100000.0,3.3196,3.3362,13.4615,8746475,8909329.0,True,4,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240328,510300.SH,3.28,3.299,100000.0,0,0.0,100000.0,3.3076,3.3366,23.7288,10319251,9733712.8,False,3,近3日连跌痕迹不足 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240329,510300.SH,3.296,3.315,100000.0,0,0.0,100000.0,3.305,3.3364,33.3333,6511959,8134829.0,False,2,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240401,510300.SH,3.329,3.373,100000.0,0,0.0,100000.0,3.3178,3.3392,64.1509,10932625,9060268.6,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240402,510300.SH,3.372,3.361,100000.0,0,0.0,100000.0,3.326,3.3401,67.1053,5831914,8468444.8,False,0,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 相对近10日高点回撤不明显 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240403,510300.SH,3.359,3.347,100000.0,0,0.0,100000.0,3.339,3.3408,58.7097,5983464,7915842.6,False,2,近3日内至少2根阴线 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240408,510300.SH,3.339,3.318,100000.0,0,0.0,100000.0,3.3428,3.3411,62.3288,7099487,7271889.8,False,3,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240409,510300.SH,3.316,3.312,100000.0,0,0.0,100000.0,3.3422,3.3407,54.8148,5345371,7038572.2,True,4,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240410,510300.SH,3.313,3.286,100000.0,0,0.0,100000.0,3.3248,3.3365,40.0,6816711,6215389.4,True,4,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240411,510300.SH,3.27,3.283,100000.0,0,0.0,100000.0,3.3092,3.3319,0.0,5391159,6127238.4,True,4,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240412,510300.SH,3.283,3.255,100000.0,0,0.0,100000.0,3.2908,3.3269,0.0,7405129,6411571.4,False,4,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 疑似已进入大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价位于5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 疑似已进入大级别破位 | 无30m信号数据
20240415,510300.SH,3.255,3.328,100000.0,0,0.0,100000.0,3.2928,3.3263,44.2424,10999537,7191581.4,False,1,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日连跌痕迹不足 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向未转弱 | 尚未出现明显大级别破位 | 无30m信号数据
20240416,510300.SH,3.313,3.296,100000.0,0,0.0,100000.0,3.2896,3.3236,43.4524,9132298,7948966.8,False,3,近3日内至少2根阴线 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位,False,0,无30m信号数据,,,,hold,,watch,近3日内至少2根阴线 | 收盘价未落到5日均线下方 | 已从近10日高点出现可见回撤 | 5日方向偏弱 | 尚未出现明显大级别破位 | 无30m信号数据
